timestamp,open,high,low,close
2026-04-13 09:30:00,6806.47,6806.47,6794.68,6798.44
2026-04-13 09:35:00,6798.5,6798.5,6790.42,6796.06
2026-04-13 09:40:00,6795.84,6797.34,6792.35,6793.04
2026-04-13 09:45:00,6793.03,6811.7,6790.02,6811.42
2026-04-13 09:50:00,6811.32,6816.54,6803.52,6810.6
2026-04-13 09:55:00,6810.87,6820.13,6807.75,6820.09
2026-04-13 10:00:00,6820.77,6823.15,6812.76,6817.64
2026-04-13 10:05:00,6817.62,6821.1,6815.94,6817.9
2026-04-13 10:10:00,6817.76,6817.78,6812.56,6814.61
2026-04-13 10:15:00,6814.7,6814.73,6809.34,6813.14
2026-04-13 10:20:00,6813.23,6818.5,6808.74,6817.68
2026-04-13 10:25:00,6817.59,6819.25,6815.84,6818.87
2026-04-13 10:30:00,6819.03,6822.98,6818.51,6821.79
2026-04-13 10:35:00,6821.5,6821.5,6816.93,6818.84
2026-04-13 10:40:00,6818.78,6824.27,6818.57,6823.72
2026-04-13 10:45:00,6823.74,6824.61,6819.32,6820.09
2026-04-13 10:50:00,6820.11,6825.9,6819.22,6825.09
2026-04-13 10:55:00,6825.15,6830.41,6823.05,6829.3
2026-04-13 11:00:00,6829.22,6829.22,6821.51,6821.57
2026-04-13 11:05:00,6821.66,6824.27,6820.81,6823.36
2026-04-13 11:10:00,6823.33,6826.77,6822.26,6824.12
2026-04-13 11:15:00,6824.17,6825.8,6820.65,6820.73
2026-04-13 11:20:00,6820.88,6824.58,6820.14,6820.27
2026-04-13 11:25:00,6820.38,6822.1,6818.89,6819.64
2026-04-13 11:30:00,6819.28,6819.37,6816.12,6818.58
2026-04-13 11:35:00,6818.7,6825.77,6817.8,6823.58
2026-04-13 11:40:00,6823.61,6824.52,6818.4,6819.19
2026-04-13 11:45:00,6819.21,6820.04,6817.01,6818.32
2026-04-13 11:50:00,6818.34,6819.03,6817.02,6817.44
2026-04-13 11:55:00,6817.43,6819.98,6817.17,6818.67
2026-04-13 12:00:00,6818.69,6819.51,6814.09,6815.76
2026-04-13 12:05:00,6815.78,6826.8,6814.55,6821.48
2026-04-13 12:10:00,6821.44,6824.25,6820.82,6822.87
2026-04-13 12:15:00,6822.89,6826.28,6821.58,6825.8
2026-04-13 12:20:00,6825.82,6831.23,6825.8,6830.96
2026-04-13 12:25:00,6831.0,6839.38,6830.6,6837.97
2026-04-13 12:30:00,6838.02,6842.57,6835.4,6838.31
2026-04-13 12:35:00,6837.97,6845.76,6837.7,6840.36
2026-04-13 12:40:00,6839.05,6841.24,6831.28,6839.78
2026-04-13 12:45:00,6839.67,6846.54,6839.14,6844.66
2026-04-13 12:50:00,6844.68,6851.79,6844.27,6845.3
2026-04-13 12:55:00,6845.26,6847.82,6843.02,6847.06
2026-04-13 13:00:00,6847.11,6849.26,6846.06,6848.56
2026-04-13 13:05:00,6848.58,6849.24,6844.84,6846.37
2026-04-13 13:10:00,6846.38,6847.31,6845.81,6847.04
2026-04-13 13:15:00,6846.98,6851.3,6846.64,6849.95
2026-04-13 13:20:00,6850.06,6850.06,6847.0,6847.11
2026-04-13 13:25:00,6847.13,6848.96,6846.96,6848.96
2026-04-13 13:30:00,6848.97,6850.63,6847.41,6847.58
2026-04-13 13:35:00,6847.54,6848.23,6845.25,6847.0
2026-04-13 13:40:00,6847.0,6847.69,6845.18,6845.38
2026-04-13 13:45:00,6845.39,6845.55,6844.1,6844.63
2026-04-13 13:50:00,6844.58,6846.01,6842.58,6845.96
2026-04-13 13:55:00,6845.96,6846.95,6845.06,6845.28
2026-04-13 14:00:00,6845.26,6849.23,6845.26,6848.02
2026-04-13 14:05:00,6847.99,6849.31,6847.18,6849.01
2026-04-13 14:10:00,6849.0,6850.03,6848.96,6849.6
2026-04-13 14:15:00,6849.58,6850.12,6848.54,6848.63
2026-04-13 14:20:00,6848.65,6850.01,6847.66,6847.85
2026-04-13 14:25:00,6847.78,6848.13,6846.35,6847.36
2026-04-13 14:30:00,6847.33,6849.07,6846.65,6848.83
2026-04-13 14:35:00,6849.03,6850.54,6848.42,6850.06
2026-04-13 14:40:00,6850.1,6851.95,6849.06,6851.8
2026-04-13 14:45:00,6851.8,6855.39,6851.76,6854.83
2026-04-13 14:50:00,6854.81,6857.85,6854.17,6857.22
2026-04-13 14:55:00,6857.23,6858.37,6856.64,6856.99
2026-04-13 15:00:00,6857.01,6859.5,6856.87,6857.61
2026-04-13 15:05:00,6857.63,6857.75,6855.1,6856.74
2026-04-13 15:10:00,6856.64,6856.79,6854.53,6855.74
2026-04-13 15:15:00,6855.67,6858.9,6855.35,6858.38
2026-04-13 15:20:00,6858.38,6861.64,6858.07,6861.31
2026-04-13 15:25:00,6861.32,6862.11,6861.23,6862.0
2026-04-13 15:30:00,6862.0,6866.32,6860.65,6864.85
2026-04-13 15:35:00,6864.83,6868.58,6864.11,6865.55
2026-04-13 15:40:00,6865.48,6866.06,6863.4,6865.38
2026-04-13 15:45:00,6865.4,6865.4,6861.97,6863.94
2026-04-13 15:50:00,6863.96,6882.65,6863.96,6881.16
2026-04-13 15:55:00,6881.18,6887.0,6881.18,6885.91
2026-04-13 16:00:00,6885.0,6886.24,6885.0,6886.24
2026-04-13 16:05:00,6886.24,6886.24,6886.24,6886.24
2026-04-13 16:10:00,6886.24,6886.24,6886.24,6886.24
2026-04-13 16:15:00,6886.24,6886.24,6886.24,6886.24
2026-04-13 16:20:00,6886.24,6886.24,6886.24,6886.24
2026-04-13 16:40:00,6886.24,6886.24,6886.24,6886.24
2026-04-14 09:30:00,6910.2,6913.1,6905.17,6909.3
2026-04-14 09:35:00,6909.68,6918.74,6909.55,6915.17
2026-04-14 09:40:00,6915.54,6924.56,6915.54,6923.33
2026-04-14 09:45:00,6923.15,6923.28,6919.18,6922.44
2026-04-14 09:50:00,6922.39,6922.91,6919.29,6920.58
2026-04-14 09:55:00,6920.59,6921.52,6918.36,6919.25
2026-04-14 10:00:00,6919.08,6921.97,6918.81,6920.2
2026-04-14 10:05:00,6920.06,6927.97,6920.06,6927.88
2026-04-14 10:10:00,6927.84,6933.42,6926.02,6933.24
2026-04-14 10:15:00,6933.24,6934.89,6930.52,6930.95
2026-04-14 10:20:00,6931.0,6934.86,6930.86,6932.1
2026-04-14 10:25:00,6932.33,6934.66,6930.31,6934.19
